ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate
694,Dorr Bothwell,American,Female,1902,2000
696,Mario Botta,Swiss,Male,1943,0
697,Kenneth J. Botto,American,Male,1937,2008
698,Édouard Boubat,French,Male,1923,1999
699,René Robert Bouché,American,Male,1905,1963
700,Jean Boucher,French,Male,0,0
701,Alice Boughton,American,Female,1865,1943
702,Bouillon,French,,0,0
703,Firmin Bouisset,French,Male,1859,1925
704,Bart Boumans,Dutch,Male,0,0
705,Christine Boumeester,Dutch,Female,1904,1971
706,Louis Bouquet,French,Male,1885,1952
707,Harry Bouras,American,Male,1931,1993
708,Émile-Antoine Bourdelle,French,Male,1861,1929
709,Jouineau Bourduge,French,,0,0
710,Louise Bourgeois,American,Female,1911,2010
711,Fergus Bourke,Irish,Male,1934,2004
712,Margaret Bourke-White,American,Female,1904,1971
713,Samuel Bourne,British,Male,1834,1912
714,J. Bouski,Polish,,0,0
715,Jean-Louis Boussingault,French,Male,1883,1943
716,Henri Boutet,French,Male,1851,1919
717,Boutrou,French,,0,0
718,Lynn Bowers,American,Male,1932,0
719,Frank Bowling,British,Male,1934,0
720,Stanley Boxer,American,Male,1926,2000
721,Fiske Boyd,American,Male,1895,1975
722,Fionnuala Boyd,British,Female,1944,0
723,James Henderson Boyd,Canadian,Male,1928,2002
724,Mark Boyle,British,Male,1934,0
725,James Boynton,American,Male,1928,2010
726,Paul Brach,American,Male,1924,2007
727,Angel Bracho,Mexican,Male,1911,2005
728,M. Leone Bracker,American,Male,1885,1937
729,Su Braden,British,Female,1940,0
730,Martin Bradley,British,Male,0,0
731,Paul Bradley,American,Male,1960,0
732,William Bradley,American,Male,1868,1962
733,Dove Bradshaw,American,Male,1949,0
734,Mathew B. Brady (studio of),American,Male,1823,1896
736,Joe Brainard,American,Male,1942,1994
737,Emile Branchard,American,Male,1881,1938
